Name,Word,Frequency,Word_Compound_Score,Word_Sentiment_Result
Sunway Medical Centre,signage,1,0.0,Neutral
Sunway Medical Centre,sincere,1,0.4019,Positive
Sunway Medical Centre,sincerely,1,0.4767,Positive
Sunway Medical Centre,smoothly,1,0.0,Neutral
Sunway Medical Centre,sops,1,0.0,Neutral
Sunway Medical Centre,sorry,1,-0.0772,Neutral
Sunway Medical Centre,space,1,0.0,Neutral
Sunway Medical Centre,spacious,1,0.0,Neutral
Sunway Medical Centre,speak,1,0.0,Neutral
Sunway Medical Centre,specialist,1,0.0,Neutral
Sunway Medical Centre,star,1,0.0,Neutral
Sunway Medical Centre,starred,1,0.0,Neutral
Sunway Medical Centre,successfully,1,0.4939,Positive
Sunway Medical Centre,surgeon,1,0.0,Neutral
Sunway Medical Centre,surprise,1,0.2732,Neutral
Sunway Medical Centre,surroundings,1,0.0,Neutral
Sunway Medical Centre,take,1,0.0,Neutral
Sunway Medical Centre,taken,1,0.0,Neutral
Sunway Medical Centre,tan,1,0.0,Neutral
Sunway Medical Centre,technology,1,0.0,Neutral
Sunway Medical Centre,tent,1,0.0,Neutral
Sunway Medical Centre,thank,1,0.3612,Positive
Sunway Medical Centre,thanks,1,0.4404,Positive
Sunway Medical Centre,therapeutic,1,0.0,Neutral
Sunway Medical Centre,there's,1,0.0,Neutral
Sunway Medical Centre,tikfu,1,0.0,Neutral
Sunway Medical Centre,till,1,0.0,Neutral
Sunway Medical Centre,to,1,0.0,Neutral
Sunway Medical Centre,tourism,1,0.0,Neutral
Sunway Medical Centre,tower,1,0.0,Neutral
Sunway Medical Centre,tqvm,1,0.0,Neutral
Sunway Medical Centre,true,1,0.4215,Positive
Sunway Medical Centre,tummy,1,0.0,Neutral
Sunway Medical Centre,turns,1,0.0,Neutral
Sunway Medical Centre,uneducated,1,0.0,Neutral
Sunway Medical Centre,unfortunately,1,-0.34,Negative
Sunway Medical Centre,ushered,1,0.0,Neutral
Sunway Medical Centre,valuable,1,0.4767,Positive
Sunway Medical Centre,wait,1,0.0,Neutral
Sunway Medical Centre,waiting,1,0.0,Neutral
Sunway Medical Centre,walk,1,0.0,Neutral
Sunway Medical Centre,walked,1,0.0,Neutral
Sunway Medical Centre,what’s,1,0.0,Neutral
Sunway Medical Centre,wheel,1,0.0,Neutral
Sunway Medical Centre,wheelchair,1,0.0,Neutral
Sunway Medical Centre,word,1,0.0,Neutral
Sunway Medical Centre,world,1,0.0,Neutral
Sunway Medical Centre,worry,1,-0.4404,Negative
Sunway Medical Centre,year,1,0.0,Neutral
Sunway Medical Centre,yet,1,0.0,Neutral
Sunway Medical Centre,you,1,0.0,Neutral
Kuala Lumpur General Hospital,hospital,6,0.0,Neutral
Kuala Lumpur General Hospital,local,5,0.0,Neutral
Kuala Lumpur General Hospital,u,5,0.0,Neutral
Kuala Lumpur General Hospital,doctor,3,0.0,Neutral
Kuala Lumpur General Hospital,good,3,0.4404,Positive
Kuala Lumpur General Hospital,station,3,0.0,Neutral
Kuala Lumpur General Hospital,bad,2,-0.5423,Negative
Kuala Lumpur General Hospital,customer,2,0.0,Neutral
Kuala Lumpur General Hospital,dokter,2,0.0,Neutral
Kuala Lumpur General Hospital,help,2,0.4019,Positive
Kuala Lumpur General Hospital,hosp,2,0.0,Neutral
Kuala Lumpur General Hospital,like,2,0.3612,Positive
Kuala Lumpur General Hospital,next,2,0.0,Neutral
Kuala Lumpur General Hospital,parking,2,0.0,Neutral
Kuala Lumpur General Hospital,receptionist,2,0.0,Neutral
Kuala Lumpur General Hospital,said,2,0.0,Neutral
Kuala Lumpur General Hospital,service,2,0.0,Neutral
Kuala Lumpur General Hospital,thank,2,0.3612,Positive
Kuala Lumpur General Hospital,told,2,0.0,Neutral
Kuala Lumpur General Hospital,want,2,0.0772,Neutral
Kuala Lumpur General Hospital,-klinik,1,0.0,Neutral
Kuala Lumpur General Hospital,11,1,0.0,Neutral
Kuala Lumpur General Hospital,12,1,0.0,Neutral
Kuala Lumpur General Hospital,25pm,1,0.0,Neutral
Kuala Lumpur General Hospital,30am,1,0.0,Neutral
Kuala Lumpur General Hospital,30pm,1,0.0,Neutral
Kuala Lumpur General Hospital,35,1,0.0,Neutral
Kuala Lumpur General Hospital,3rd,1,0.0,Neutral
Kuala Lumpur General Hospital,5,1,0.0,Neutral
Kuala Lumpur General Hospital,7,1,0.0,Neutral
Kuala Lumpur General Hospital,9,1,0.0,Neutral
Kuala Lumpur General Hospital,asking,1,0.0,Neutral
Kuala Lumpur General Hospital,azizah,1,0.0,Neutral
Kuala Lumpur General Hospital,bangunan,1,0.0,Neutral
Kuala Lumpur General Hospital,banyak,1,0.0,Neutral
Kuala Lumpur General Hospital,bertingkat,1,0.0,Neutral
Kuala Lumpur General Hospital,bless,1,0.4215,Positive
Kuala Lumpur General Hospital,building,1,0.0,Neutral
Kuala Lumpur General Hospital,called,1,0.0,Neutral
Kuala Lumpur General Hospital,cek,1,0.0,Neutral
Kuala Lumpur General Hospital,charge,1,0.0,Neutral
Kuala Lumpur General Hospital,choose,1,0.0,Neutral
Kuala Lumpur General Hospital,class,1,0.0,Neutral
Kuala Lumpur General Hospital,come,1,0.0,Neutral
Kuala Lumpur General Hospital,convenient,1,0.0,Neutral
Kuala Lumpur General Hospital,die,1,-0.5994,Negative
Kuala Lumpur General Hospital,emergency,1,-0.3818,Negative
Kuala Lumpur General Hospital,ever,1,0.0,Neutral
Kuala Lumpur General Hospital,excellent,1,0.5719,Positive
Kuala Lumpur General Hospital,expect,1,0.0,Neutral
Kuala Lumpur General Hospital,explanation,1,0.0,Neutral
Kuala Lumpur General Hospital,extra,1,0.0,Neutral
Kuala Lumpur General Hospital,feeling,1,0.128,Neutral
Kuala Lumpur General Hospital,fine,1,0.2023,Neutral
Kuala Lumpur General Hospital,finish,1,0.0,Neutral
Kuala Lumpur General Hospital,frontliner,1,0.0,Neutral
Kuala Lumpur General Hospital,g,1,0.0,Neutral
Kuala Lumpur General Hospital,girl,1,0.0,Neutral
Kuala Lumpur General Hospital,government,1,0.0,Neutral
Kuala Lumpur General Hospital,guy,1,0.0,Neutral
Kuala Lumpur General Hospital,hkl,1,0.0,Neutral
Kuala Lumpur General Hospital,hospital's,1,0.0,Neutral
Kuala Lumpur General Hospital,hulk,1,0.0,Neutral
Kuala Lumpur General Hospital,i’m,1,0.0,Neutral
Kuala Lumpur General Hospital,jela,1,0.0,Neutral
Kuala Lumpur General Hospital,kind,1,0.5267,Positive
Kuala Lumpur General Hospital,listening,1,0.0,Neutral
Kuala Lumpur General Hospital,manner,1,0.0,Neutral
Kuala Lumpur General Hospital,may,1,0.0,Neutral
Kuala Lumpur General Hospital,medicine,1,0.0,Neutral
Kuala Lumpur General Hospital,met,1,0.0,Neutral
Kuala Lumpur General Hospital,money,1,0.0,Neutral
Kuala Lumpur General Hospital,mrt,1,0.0,Neutral
Kuala Lumpur General Hospital,much,1,0.0,Neutral
Kuala Lumpur General Hospital,near,1,0.0,Neutral
Kuala Lumpur General Hospital,need,1,0.0,Neutral
Kuala Lumpur General Hospital,neurology-,1,0.0,Neutral
Kuala Lumpur General Hospital,number,1,0.0772,Neutral
Kuala Lumpur General Hospital,people,1,0.0,Neutral
Kuala Lumpur General Hospital,poor,1,-0.4767,Negative
Kuala Lumpur General Hospital,providing,1,0.0,Neutral
Kuala Lumpur General Hospital,raja,1,0.0,Neutral
Kuala Lumpur General Hospital,rangking,1,0.0,Neutral
Kuala Lumpur General Hospital,really,1,0.0,Neutral
Kuala Lumpur General Hospital,red,1,0.0,Neutral
Kuala Lumpur General Hospital,rude,1,-0.4588,Negative
Kuala Lumpur General Hospital,say,1,0.0,Neutral
Kuala Lumpur General Hospital,seevice,1,0.0,Neutral
Kuala Lumpur General Hospital,sentence,1,0.0772,Neutral
Kuala Lumpur General Hospital,serve,1,0.0,Neutral
Kuala Lumpur General Hospital,shame,1,-0.4767,Negative
Kuala Lumpur General Hospital,show,1,0.0,Neutral
Kuala Lumpur General Hospital,side,1,0.0,Neutral
Kuala Lumpur General Hospital,skill,1,0.0,Neutral
Kuala Lumpur General Hospital,sleping,1,0.0,Neutral
Kuala Lumpur General Hospital,solution,1,0.3182,Positive
Kuala Lumpur General Hospital,songeh,1,0.0,Neutral
Kuala Lumpur General Hospital,specialist,1,0.0,Neutral
Kuala Lumpur General Hospital,staff,1,0.0,Neutral
Kuala Lumpur General Hospital,star,1,0.0,Neutral
Kuala Lumpur General Hospital,swasta,1,0.0,Neutral
Kuala Lumpur General Hospital,tell,1,0.0,Neutral
Kuala Lumpur General Hospital,that's,1,0.0,Neutral
Kuala Lumpur General Hospital,til,1,0.0,Neutral
Kuala Lumpur General Hospital,titiwangsa,1,0.0,Neutral
Kuala Lumpur General Hospital,today,1,0.0,Neutral
Kuala Lumpur General Hospital,tunku,1,0.0,Neutral
Kuala Lumpur General Hospital,turning,1,0.0,Neutral
Kuala Lumpur General Hospital,uda,1,0.0,Neutral
Kuala Lumpur General Hospital,wait,1,0.0,Neutral
Kuala Lumpur General Hospital,waiting,1,0.0,Neutral
Kuala Lumpur General Hospital,way,1,0.0,Neutral
Kuala Lumpur General Hospital,yet,1,0.0,Neutral
Kuala Lumpur General Hospital,zone,1,0.0,Neutral
Hospital Putrajaya,hospital,65,0.0,Neutral
Hospital Putrajaya,putrajaya,19,0.0,Neutral
Hospital Putrajaya,wa,18,0.0,Neutral
Hospital Putrajaya,doctor,16,0.0,Neutral
Hospital Putrajaya,staff,12,0.0,Neutral
Hospital Putrajaya,parking,11,0.0,Neutral
Hospital Putrajaya,service,11,0.0,Neutral
Hospital Putrajaya,like,10,0.3612,Positive
Hospital Putrajaya,patient,10,0.0,Neutral
Hospital Putrajaya,time,10,0.0,Neutral
Hospital Putrajaya,care,9,0.4939,Positive
Hospital Putrajaya,good,9,0.4404,Positive
Hospital Putrajaya,go,8,0.0,Neutral
Hospital Putrajaya,nurse,8,0.0,Neutral
Hospital Putrajaya,waiting,8,0.0,Neutral
Hospital Putrajaya,well,8,0.2732,Neutral
Hospital Putrajaya,appointment,7,0.0,Neutral
Hospital Putrajaya,ha,7,0.34,Positive
Hospital Putrajaya,better,6,0.4404,Positive
Hospital Putrajaya,said,6,0.0,Neutral
Hospital Putrajaya,treatment,6,0.0,Neutral
Hospital Putrajaya,1,5,0.0,Neutral
Hospital Putrajaya,best,5,0.6369,Positive
Hospital Putrajaya,blood,5,0.0,Neutral
Hospital Putrajaya,called,5,0.0,Neutral
Hospital Putrajaya,cost,5,0.0,Neutral
Hospital Putrajaya,even,5,0.0,Neutral
Hospital Putrajaya,give,5,0.0,Neutral
Hospital Putrajaya,phone,5,0.0,Neutral
Hospital Putrajaya,system,5,0.0,Neutral
Hospital Putrajaya,u,5,0.0,Neutral
Hospital Putrajaya,always,4,0.0,Neutral
Hospital Putrajaya,area,4,0.0,Neutral
Hospital Putrajaya,check,4,0.0,Neutral
Hospital Putrajaya,clinic,4,0.0,Neutral
Hospital Putrajaya,doctors,4,0.0,Neutral
Hospital Putrajaya,excellent,4,0.5719,Positive
Hospital Putrajaya,free,4,0.5106,Positive
Hospital Putrajaya,friendly,4,0.4939,Positive
Hospital Putrajaya,government,4,0.0,Neutral
Hospital Putrajaya,hour,4,0.0,Neutral
Hospital Putrajaya,job,4,0.0,Neutral
Hospital Putrajaya,long,4,0.0,Neutral
Hospital Putrajaya,lost,4,-0.3182,Negative
Hospital Putrajaya,management,4,0.0,Neutral
Hospital Putrajaya,medical,4,0.0,Neutral
Hospital Putrajaya,never,4,0.0,Neutral
Hospital Putrajaya,number,4,0.0772,Neutral
Hospital Putrajaya,one,4,0.0,Neutral
Hospital Putrajaya,people,4,0.0,Neutral
Hospital Putrajaya,private,4,0.0,Neutral
Hospital Putrajaya,really,4,0.0,Neutral
Hospital Putrajaya,specialist,4,0.0,Neutral
Hospital Putrajaya,vaccine,4,0.0,Neutral
Hospital Putrajaya,ward,4,0.0,Neutral
Hospital Putrajaya,work,4,0.0,Neutral
Hospital Putrajaya,4,3,0.0,Neutral
Hospital Putrajaya,alam,3,0.0,Neutral
Hospital Putrajaya,apple,3,0.0,Neutral
Hospital Putrajaya,asked,3,0.0,Neutral
Hospital Putrajaya,back,3,0.0,Neutral
Hospital Putrajaya,call,3,0.0,Neutral
Hospital Putrajaya,came,3,0.0,Neutral
Hospital Putrajaya,clean,3,0.4019,Positive
Hospital Putrajaya,client,3,0.0,Neutral
Hospital Putrajaya,come,3,0.0,Neutral
Hospital Putrajaya,coming,3,0.0,Neutral
Hospital Putrajaya,could,3,0.0,Neutral
Hospital Putrajaya,covid,3,0.0,Neutral
Hospital Putrajaya,day,3,0.0,Neutral
Hospital Putrajaya,disappointed,3,-0.4767,Negative
Hospital Putrajaya,done,3,0.0,Neutral
Hospital Putrajaya,excellence,3,0.6249,Positive
Hospital Putrajaya,full,3,0.0,Neutral
Hospital Putrajaya,get,3,0.0,Neutral
Hospital Putrajaya,hopefully,3,0.4019,Positive
Hospital Putrajaya,information,3,0.0,Neutral
Hospital Putrajaya,keep,3,0.0,Neutral
Hospital Putrajaya,line,3,0.0,Neutral
Hospital Putrajaya,located,3,0.0,Neutral
Hospital Putrajaya,lot,3,0.0,Neutral
Hospital Putrajaya,maintained,3,0.0,Neutral
Hospital Putrajaya,managed,3,0.0,Neutral
Hospital Putrajaya,modern,3,0.0,Neutral
Hospital Putrajaya,must,3,0.0,Neutral
Hospital Putrajaya,nice,3,0.4215,Positive
Hospital Putrajaya,ok,3,0.296,Neutral
Hospital Putrajaya,pain,3,-0.5106,Negative
Hospital Putrajaya,procedure,3,0.0,Neutral
Hospital Putrajaya,professional,3,0.0,Neutral
Hospital Putrajaya,progressive,3,0.0,Neutral
Hospital Putrajaya,public,3,0.0,Neutral
Hospital Putrajaya,quality,3,0.0,Neutral
Hospital Putrajaya,question,3,0.0,Neutral
Hospital Putrajaya,say,3,0.0,Neutral
Hospital Putrajaya,shah,3,0.0,Neutral
Hospital Putrajaya,still,3,0.0,Neutral
Hospital Putrajaya,super,3,0.5994,Positive
Hospital Putrajaya,take,3,0.0,Neutral
Hospital Putrajaya,though,3,0.0,Neutral
Hospital Putrajaya,trauma,3,-0.4215,Negative
Hospital Putrajaya,want,3,0.0772,Neutral
Hospital Putrajaya,went,3,0.0,Neutral
Hospital Putrajaya,wife,3,0.0,Neutral
Hospital Putrajaya,within,3,0.0,Neutral
Hospital Putrajaya,11,2,0.0,Neutral
Hospital Putrajaya,15,2,0.0,Neutral
Hospital Putrajaya,3,2,0.0,Neutral
Hospital Putrajaya,7/10:,2,0.0,Neutral
Hospital Putrajaya,8/10:,2,0.0,Neutral
Hospital Putrajaya,9,2,0.0,Neutral
Hospital Putrajaya,affair,2,0.0,Neutral
Hospital Putrajaya,although,2,0.0,Neutral
Hospital Putrajaya,amik,2,0.0,Neutral
Hospital Putrajaya,anney,2,0.0,Neutral
Hospital Putrajaya,anyway,2,0.0,Neutral
Hospital Putrajaya,ask,2,0.0,Neutral
Hospital Putrajaya,bad,2,-0.5423,Negative
Hospital Putrajaya,baru,2,0.0,Neutral
Hospital Putrajaya,based,2,0.0,Neutral
Hospital Putrajaya,benefit,2,0.4588,Positive
Hospital Putrajaya,big,2,0.0,Neutral
Hospital Putrajaya,birth,2,0.0,Neutral
Hospital Putrajaya,case,2,0.0,Neutral
Hospital Putrajaya,centre,2,0.0,Neutral
Hospital Putrajaya,chargeable,2,0.0,Neutral
Hospital Putrajaya,chest,2,0.0,Neutral
Hospital Putrajaya,ckp,2,0.0,Neutral
Hospital Putrajaya,class,2,0.0,Neutral
Hospital Putrajaya,cold,2,0.0,Neutral
Hospital Putrajaya,committed,2,0.2732,Neutral
Hospital Putrajaya,conducive,2,0.0,Neutral
Hospital Putrajaya,corridor,2,0.0,Neutral
Hospital Putrajaya,credit,2,0.3818,Positive
Hospital Putrajaya,department,2,0.0,Neutral
Hospital Putrajaya,despite,2,0.0,Neutral
Hospital Putrajaya,double,2,0.0,Neutral
Hospital Putrajaya,dr,2,0.0,Neutral
Hospital Putrajaya,due,2,0.0,Neutral
Hospital Putrajaya,dy,2,0.0,Neutral
Hospital Putrajaya,emergency,2,-0.3818,Negative
Hospital Putrajaya,enough,2,0.0,Neutral
Hospital Putrajaya,entire,2,0.0,Neutral
Hospital Putrajaya,environment,2,0.0,Neutral
Hospital Putrajaya,especially,2,0.0,Neutral
Hospital Putrajaya,everything,2,0.0,Neutral
Hospital Putrajaya,experience,2,0.0,Neutral
Hospital Putrajaya,explanation,2,0.0,Neutral
Hospital Putrajaya,facilities,2,0.0,Neutral
Hospital Putrajaya,found,2,0.0,Neutral
Hospital Putrajaya,fpp,2,0.0,Neutral
Hospital Putrajaya,front,2,0.0,Neutral
Hospital Putrajaya,gave,2,0.0,Neutral
Hospital Putrajaya,given,2,0.0,Neutral
Hospital Putrajaya,going,2,0.0,Neutral
Hospital Putrajaya,h,2,0.0,Neutral
Hospital Putrajaya,hari,2,0.0,Neutral
Hospital Putrajaya,health,2,0.0,Neutral
Hospital Putrajaya,heart,2,0.0,Neutral
Hospital Putrajaya,high,2,0.0,Neutral
Hospital Putrajaya,hosp,2,0.0,Neutral
Hospital Putrajaya,improve,2,0.4404,Positive
Hospital Putrajaya,including,2,0.0,Neutral
Hospital Putrajaya,incompetent,2,-0.4767,Negative
Hospital Putrajaya,irresponsible,2,-0.4404,Negative
Hospital Putrajaya,issue,2,0.0,Neutral
Hospital Putrajaya,kita,2,0.0,Neutral
Hospital Putrajaya,know,2,0.0,Neutral
Hospital Putrajaya,left,2,0.0,Neutral
Hospital Putrajaya,letter,2,0.0,Neutral
Hospital Putrajaya,level,2,0.0,Neutral
Hospital Putrajaya,local,2,0.0,Neutral
Hospital Putrajaya,lp,2,0.0,Neutral
Hospital Putrajaya,luck,2,0.4588,Positive
Hospital Putrajaya,masa,2,0.0,Neutral
Hospital Putrajaya,may,2,0.0,Neutral
Hospital Putrajaya,mayo,2,0.0,Neutral
Hospital Putrajaya,medicine,2,0.0,Neutral
Hospital Putrajaya,mind,2,0.0,Neutral
Hospital Putrajaya,mindset,2,0.0,Neutral
Hospital Putrajaya,model,2,0.0,Neutral
Hospital Putrajaya,mrs,2,0.0,Neutral
Hospital Putrajaya,multimedia,2,0.0,Neutral
Hospital Putrajaya,negligence,2,0.0,Neutral
Hospital Putrajaya,new,2,0.0,Neutral
Hospital Putrajaya,note,2,0.0,Neutral
Hospital Putrajaya,o&g,2,0.0,Neutral
Hospital Putrajaya,office,2,0.0,Neutral
Hospital Putrajaya,officer,2,0.0,Neutral
Hospital Putrajaya,outpatient,2,0.0,Neutral
Hospital Putrajaya,park,2,0.0,Neutral
Hospital Putrajaya,patient's,2,0.0,Neutral
Hospital Putrajaya,pay,2,-0.1027,Neutral
Hospital Putrajaya,pi,2,0.0,Neutral
Hospital Putrajaya,place,2,0.0,Neutral
Hospital Putrajaya,please,2,0.3182,Positive
Hospital Putrajaya,process,2,0.0,Neutral
Hospital Putrajaya,referral,2,0.0,Neutral
Hospital Putrajaya,right,2,0.0,Neutral
Hospital Putrajaya,room,2,0.0,Neutral
Hospital Putrajaya,run,2,0.0,Neutral
Hospital Putrajaya,seems,2,0.0,Neutral
Hospital Putrajaya,send,2,0.0,Neutral
Hospital Putrajaya,sick,2,-0.5106,Negative
Hospital Putrajaya,son,2,0.0,Neutral
Hospital Putrajaya,soon,2,0.0,Neutral
Hospital Putrajaya,start,2,0.0,Neutral
Hospital Putrajaya,stop,2,-0.296,Neutral
Hospital Putrajaya,sure,2,0.3182,Positive
Hospital Putrajaya,sy,2,0.0,Neutral
Hospital Putrajaya,t,2,0.0,Neutral
Hospital Putrajaya,tapi,2,0.0,Neutral
Hospital Putrajaya,test,2,0.0,Neutral
Hospital Putrajaya,tgu,2,0.0,Neutral
Hospital Putrajaya,thanks,2,0.4404,Positive
Hospital Putrajaya,tmpt,2,0.0,Neutral
Hospital Putrajaya,today,2,0.0,Neutral
Hospital Putrajaya,toilet,2,0.0,Neutral
Hospital Putrajaya,total,2,0.0,Neutral
Hospital Putrajaya,towards,2,0.0,Neutral
Hospital Putrajaya,treated,2,0.0,Neutral
Hospital Putrajaya,tu,2,0.0,Neutral
Hospital Putrajaya,utk,2,0.0,Neutral
Hospital Putrajaya,wait,2,0.0,Neutral
Hospital Putrajaya,walked,2,0.0,Neutral
Hospital Putrajaya,watch,2,0.0,Neutral
Hospital Putrajaya,wheelchair,2,0.0,Neutral
Hospital Putrajaya,wonder,2,0.0,Neutral
Hospital Putrajaya,wonderful,2,0.5719,Positive
Hospital Putrajaya,world,2,0.0,Neutral
Hospital Putrajaya,would,2,0.0,Neutral
Hospital Putrajaya,wound,2,0.0,Neutral
Hospital Putrajaya,wrong,2,-0.4767,Negative
Hospital Putrajaya,x,2,0.0,Neutral
Hospital Putrajaya,xray,2,0.0,Neutral
Hospital Putrajaya,young,2,0.0,Neutral
Hospital Putrajaya,"""reliability""",1,0.0,Neutral
Hospital Putrajaya,"""saturday",1,0.0,Neutral
Hospital Putrajaya,"""this",1,0.0,Neutral
Hospital Putrajaya,&,1,0.0,Neutral
Hospital Putrajaya,'1st,1,0.0,Neutral
Hospital Putrajaya,-government,1,0.0,Neutral
Hospital Putrajaya,00am,1,0.0,Neutral
Hospital Putrajaya,1-2,1,0.0,Neutral
Hospital Putrajaya,1/10:,1,0.0,Neutral
Hospital Putrajaya,10,1,0.0,Neutral
Hospital Putrajaya,10/10,1,0.0,Neutral
Hospital Putrajaya,19,1,0.0,Neutral
Hospital Putrajaya,1st,1,0.0,Neutral
Hospital Putrajaya,2,1,0.0,Neutral
Hospital Putrajaya,2020=new,1,0.0,Neutral
Hospital Putrajaya,2021,1,0.0,Neutral
Hospital Putrajaya,2021:,1,0.0,Neutral
Hospital Putrajaya,2a,1,0.0,Neutral
Hospital Putrajaya,3/10:,1,0.0,Neutral
Hospital Putrajaya,30am,1,0.0,Neutral
Hospital Putrajaya,30pm,1,0.0,Neutral
Hospital Putrajaya,341,1,0.0,Neutral
Hospital Putrajaya,35-,1,0.0,Neutral
Hospital Putrajaya,37,1,0.0,Neutral
Hospital Putrajaya,38,1,0.0,Neutral
Hospital Putrajaya,4/10:,1,0.0,Neutral
Hospital Putrajaya,5,1,0.0,Neutral
Hospital Putrajaya,5/10:,1,0.0,Neutral
Hospital Putrajaya,6,1,0.0,Neutral
Hospital Putrajaya,7,1,0.0,Neutral
Hospital Putrajaya,7/8/2021,1,0.0,Neutral
Hospital Putrajaya,7am,1,0.0,Neutral
Hospital Putrajaya,8,1,0.0,Neutral
Hospital Putrajaya,8am,1,0.0,Neutral
Hospital Putrajaya,abd,1,0.0,Neutral
Hospital Putrajaya,abuse,1,-0.6369,Negative
Hospital Putrajaya,accept,1,0.3818,Positive
Hospital Putrajaya,according,1,0.0,Neutral
Hospital Putrajaya,action,1,0.0,Neutral
Hospital Putrajaya,additional,1,0.0,Neutral
Hospital Putrajaya,adequate,1,0.2263,Neutral
Hospital Putrajaya,administrative,1,0.0,Neutral
Hospital Putrajaya,advertising,1,0.0,Neutral
Hospital Putrajaya,affordable,1,0.0,Neutral
Hospital Putrajaya,ahead,1,0.0,Neutral
Hospital Putrajaya,al,1,0.0,Neutral
Hospital Putrajaya,alhamdulillah,1,0.0,Neutral
Hospital Putrajaya,all,1,0.0,Neutral
Hospital Putrajaya,allah,1,0.0,Neutral
Hospital Putrajaya,allergic,1,-0.296,Neutral
Hospital Putrajaya,alleviate,1,0.0,Neutral
Hospital Putrajaya,almost,1,0.0,Neutral
Hospital Putrajaya,also,1,0.0,Neutral
Hospital Putrajaya,ambulance,1,0.0,Neutral
Hospital Putrajaya,annoying,1,-0.4019,Negative
Hospital Putrajaya,another,1,0.0,Neutral
Hospital Putrajaya,answer,1,0.0,Neutral
Hospital Putrajaya,answered,1,0.0,Neutral
Hospital Putrajaya,anything,1,0.0,Neutral
Hospital Putrajaya,apa2,1,0.0,Neutral
Hospital Putrajaya,asking,1,0.0,Neutral
Hospital Putrajaya,authority,1,0.0772,Neutral
Hospital Putrajaya,available,1,0.0,Neutral
Hospital Putrajaya,avoid,1,-0.296,Neutral
Hospital Putrajaya,awhile,1,0.0,Neutral
Hospital Putrajaya,awl2,1,0.0,Neutral
Hospital Putrajaya,ayah,1,0.0,Neutral
Hospital Putrajaya,baby's,1,0.0,Neutral
Hospital Putrajaya,badly,1,-0.4767,Negative
Hospital Putrajaya,baik,1,0.0,Neutral
Hospital Putrajaya,bank,1,0.0,Neutral
Hospital Putrajaya,base,1,0.0,Neutral
Hospital Putrajaya,basically,1,0.0,Neutral
Hospital Putrajaya,beating,1,-0.4588,Negative
Hospital Putrajaya,beautiful,1,0.5994,Positive
Hospital Putrajaya,became,1,0.0,Neutral
Hospital Putrajaya,bed,1,0.0,Neutral
Hospital Putrajaya,begging,1,0.0,Neutral
Hospital Putrajaya,beginning,1,0.0,Neutral
Hospital Putrajaya,behave,1,0.0,Neutral
Hospital Putrajaya,behavior,1,0.0,Neutral
Hospital Putrajaya,behind,1,0.0,Neutral
Hospital Putrajaya,being,1,0.0,Neutral
Hospital Putrajaya,benchmark,1,0.0,Neutral
Hospital Putrajaya,betterment,1,0.0,Neutral
Hospital Putrajaya,biashe2,1,0.0,Neutral
Hospital Putrajaya,biggest,1,0.0,Neutral
Hospital Putrajaya,bill,1,0.0,Neutral
Hospital Putrajaya,binti,1,0.0,Neutral
Hospital Putrajaya,blah,1,-0.1027,Neutral
Hospital Putrajaya,blame,1,-0.34,Negative
Hospital Putrajaya,bleeding,1,0.0,Neutral
Hospital Putrajaya,bless,1,0.4215,Positive
Hospital Putrajaya,blk,1,0.0,Neutral
Hospital Putrajaya,bos,1,0.0,Neutral
Hospital Putrajaya,boss',1,0.0,Neutral
Hospital Putrajaya,break,1,0.0,Neutral
Hospital Putrajaya,breathing,1,0.0,Neutral
Hospital Putrajaya,brg,1,0.0,Neutral
Hospital Putrajaya,bruise,1,0.0,Neutral
Hospital Putrajaya,btugas,1,0.0,Neutral
Hospital Putrajaya,bureaucratic,1,0.0,Neutral
Hospital Putrajaya,buwt,1,0.0,Neutral
Hospital Putrajaya,bwh,1,0.0,Neutral
Hospital Putrajaya,byr,1,0.0,Neutral
Hospital Putrajaya,c,1,0.0,Neutral
Hospital Putrajaya,cafe,1,0.0,Neutral
Hospital Putrajaya,calling,1,0.0,Neutral
Hospital Putrajaya,can,1,0.0,Neutral
Hospital Putrajaya,cancer,1,-0.6597,Negative
Hospital Putrajaya,cannot,1,0.0,Neutral
Hospital Putrajaya,canteen,1,0.0,Neutral
Hospital Putrajaya,care',1,0.4939,Positive
Hospital Putrajaya,caring,1,0.4939,Positive
Hospital Putrajaya,carpark,1,0.0,Neutral
Hospital Putrajaya,cater,1,0.0,Neutral
Hospital Putrajaya,caused,1,0.0,Neutral
Hospital Putrajaya,center,1,0.0,Neutral
Hospital Putrajaya,charge,1,0.0,Neutral
Hospital Putrajaya,cheap,1,0.0,Neutral
Hospital Putrajaya,checked,1,0.0,Neutral
Hospital Putrajaya,checkup,1,0.0,Neutral
Hospital Putrajaya,child,1,0.0,Neutral
Hospital Putrajaya,chitchatting,1,0.0,Neutral
Hospital Putrajaya,claim,1,0.0,Neutral
Hospital Putrajaya,clerk,1,0.0,Neutral
Hospital Putrajaya,clink,1,0.0,Neutral
Hospital Putrajaya,colleges,1,0.0,Neutral
Hospital Putrajaya,columbia,1,0.0,Neutral
Hospital Putrajaya,comfort,1,0.3612,Positive
Hospital Putrajaya,commited,1,0.0,Neutral
Hospital Putrajaya,communication,1,0.0,Neutral
Hospital Putrajaya,community,1,0.0,Neutral
Hospital Putrajaya,compare,1,0.0,Neutral
Hospital Putrajaya,competency;,1,0.0,Neutral
